movie_title,genres,title_year,gross,budget,imdb_score
Avengers: Age of Ultron ,Adventure,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Adventure,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Adventure,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Adventure,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Sci-Fi,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Sci-Fi,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Sci-Fi,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Sci-Fi,2015,458991599,250000000,7.5
Avengers: Age of Ultron ,Sci-Fi,2015,458991599,250000000,7.5
Harry Potter and the Half-Blood Prince ,Adventure,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Adventure,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Adventure,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Adventure,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Adventure,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Family,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Family,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Family,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Family,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Family,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Fantasy,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Fantasy,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Fantasy,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Fantasy,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Fantasy,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Mystery,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Mystery,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Mystery,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Mystery,2009,301956980,250000000,7.5
Harry Potter and the Half-Blood Prince ,Mystery,2009,301956980,250000000,7.5
Batman v Superman: Dawn of Justice ,Action,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Action,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Action,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Action,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Action,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Adventure,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Adventure,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Adventure,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Adventure,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Adventure,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Sci-Fi,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Sci-Fi,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Sci-Fi,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Sci-Fi,2016,330249062,250000000,6.9
Batman v Superman: Dawn of Justice ,Sci-Fi,2016,330249062,250000000,6.9
Superman Returns ,Action,2006,200069408,209000000,6.1
Superman Returns ,Action,2006,200069408,209000000,6.1
Superman Returns ,Action,2006,200069408,209000000,6.1
Superman Returns ,Action,2006,200069408,209000000,6.1
Superman Returns ,Action,2006,200069408,209000000,6.1
Superman Returns ,Adventure,2006,200069408,209000000,6.1
Superman Returns ,Adventure,2006,200069408,209000000,6.1
Superman Returns ,Adventure,2006,200069408,209000000,6.1
Superman Returns ,Adventure,2006,200069408,209000000,6.1
Superman Returns ,Adventure,2006,200069408,209000000,6.1
Superman Returns ,Sci-Fi,2006,200069408,209000000,6.1
Superman Returns ,Sci-Fi,2006,200069408,209000000,6.1
Superman Returns ,Sci-Fi,2006,200069408,209000000,6.1
Superman Returns ,Sci-Fi,2006,200069408,209000000,6.1
Superman Returns ,Sci-Fi,2006,200069408,209000000,6.1
Quantum of Solace ,Action,2008,168368427,200000000,6.7
Quantum of Solace ,Action,2008,168368427,200000000,6.7
Quantum of Solace ,Action,2008,168368427,200000000,6.7
Quantum of Solace ,Action,2008,168368427,200000000,6.7
Quantum of Solace ,Action,2008,168368427,200000000,6.7
Quantum of Solace ,Adventure,2008,168368427,200000000,6.7
Quantum of Solace ,Adventure,2008,168368427,200000000,6.7
Quantum of Solace ,Adventure,2008,168368427,200000000,6.7
Quantum of Solace ,Adventure,2008,168368427,200000000,6.7
Quantum of Solace ,Adventure,2008,168368427,200000000,6.7
Pirates of the Caribbean: Dead Man's Chest ,Action,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Action,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Action,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Action,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Action,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Adventure,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Adventure,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Adventure,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Adventure,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Adventure,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,2006,423032628,225000000,7.3
Pirates of the Caribbean: Dead Man's Chest ,Fantasy,2006,423032628,225000000,7.3
The Lone Ranger ,Action,2013,89289910,215000000,6.5
The Lone Ranger ,Action,2013,89289910,215000000,6.5
The Lone Ranger ,Action,2013,89289910,215000000,6.5
The Lone Ranger ,Action,2013,89289910,215000000,6.5
The Lone Ranger ,Action,2013,89289910,215000000,6.5
The Lone Ranger ,Adventure,2013,89289910,215000000,6.5
The Lone Ranger ,Adventure,2013,89289910,215000000,6.5
The Lone Ranger ,Adventure,2013,89289910,215000000,6.5
The Lone Ranger ,Adventure,2013,89289910,215000000,6.5
The Lone Ranger ,Adventure,2013,89289910,215000000,6.5
The Lone Ranger ,Western,2013,89289910,215000000,6.5
The Lone Ranger ,Western,2013,89289910,215000000,6.5
The Lone Ranger ,Western,2013,89289910,215000000,6.5
The Lone Ranger ,Western,2013,89289910,215000000,6.5
The Lone Ranger ,Western,2013,89289910,215000000,6.5
Man of Steel ,Action,2013,291021565,225000000,7.2
Man of Steel ,Action,2013,291021565,225000000,7.2
Man of Steel ,Action,2013,291021565,225000000,7.2
Man of Steel ,Action,2013,291021565,225000000,7.2
Man of Steel ,Action,2013,291021565,225000000,7.2
Man of Steel ,Adventure,2013,291021565,225000000,7.2
Man of Steel ,Adventure,2013,291021565,225000000,7.2
Man of Steel ,Adventure,2013,291021565,225000000,7.2
Man of Steel ,Adventure,2013,291021565,225000000,7.2
Man of Steel ,Adventure,2013,291021565,225000000,7.2
Man of Steel ,Fantasy,2013,291021565,225000000,7.2
Man of Steel ,Fantasy,2013,291021565,225000000,7.2
Man of Steel ,Fantasy,2013,291021565,225000000,7.2
Man of Steel ,Fantasy,2013,291021565,225000000,7.2
Man of Steel ,Fantasy,2013,291021565,225000000,7.2
Man of Steel ,Sci-Fi,2013,291021565,225000000,7.2
Man of Steel ,Sci-Fi,2013,291021565,225000000,7.2
Man of Steel ,Sci-Fi,2013,291021565,225000000,7.2
Man of Steel ,Sci-Fi,2013,291021565,225000000,7.2
Man of Steel ,Sci-Fi,2013,291021565,225000000,7.2
The Chronicles of Narnia: Prince Caspian ,Action,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Action,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Action,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Action,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Action,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Adventure,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Adventure,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Adventure,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Adventure,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Adventure,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Family,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Family,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Family,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Family,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Family,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Fantasy,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Fantasy,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Fantasy,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Fantasy,2008,141614023,225000000,6.6
The Chronicles of Narnia: Prince Caspian ,Fantasy,2008,141614023,225000000,6.6
The Avengers ,Action,2012,623279547,220000000,8.1
The Avengers ,Action,2012,623279547,220000000,8.1
The Avengers ,Action,2012,623279547,220000000,8.1
The Avengers ,Action,2012,623279547,220000000,8.1
The Avengers ,Action,2012,623279547,220000000,8.1
The Avengers ,Adventure,2012,623279547,220000000,8.1
The Avengers ,Adventure,2012,623279547,220000000,8.1
The Avengers ,Adventure,2012,623279547,220000000,8.1
The Avengers ,Adventure,2012,623279547,220000000,8.1
The Avengers ,Adventure,2012,623279547,220000000,8.1
The Avengers ,Sci-Fi,2012,623279547,220000000,8.1
The Avengers ,Sci-Fi,2012,623279547,220000000,8.1
The Avengers ,Sci-Fi,2012,623279547,220000000,8.1
The Avengers ,Sci-Fi,2012,623279547,220000000,8.1
The Avengers ,Sci-Fi,2012,623279547,220000000,8.1
Pirates of the Caribbean: On Stranger Tides ,Action,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Action,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Action,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Action,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Action,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Adventure,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Adventure,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Adventure,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Adventure,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Adventure,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Fantasy,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Fantasy,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Fantasy,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Fantasy,2011,241063875,250000000,6.7
Pirates of the Caribbean: On Stranger Tides ,Fantasy,2011,241063875,250000000,6.7
Men in Black 3 ,Action,2012,179020854,225000000,6.8
Men in Black 3 ,Action,2012,179020854,225000000,6.8
Men in Black 3 ,Action,2012,179020854,225000000,6.8
Men in Black 3 ,Action,2012,179020854,225000000,6.8
Men in Black 3 ,Action,2012,179020854,225000000,6.8
Men in Black 3 ,Adventure,2012,179020854,225000000,6.8
Men in Black 3 ,Adventure,2012,179020854,225000000,6.8
Men in Black 3 ,Adventure,2012,179020854,225000000,6.8
Men in Black 3 ,Adventure,2012,179020854,225000000,6.8
Men in Black 3 ,Adventure,2012,179020854,225000000,6.8
Men in Black 3 ,Comedy,2012,179020854,225000000,6.8
Men in Black 3 ,Comedy,2012,179020854,225000000,6.8
Men in Black 3 ,Comedy,2012,179020854,225000000,6.8
Men in Black 3 ,Comedy,2012,179020854,225000000,6.8
Men in Black 3 ,Comedy,2012,179020854,225000000,6.8
Men in Black 3 ,Family,2012,179020854,225000000,6.8
Men in Black 3 ,Family,2012,179020854,225000000,6.8
Men in Black 3 ,Family,2012,179020854,225000000,6.8
Men in Black 3 ,Family,2012,179020854,225000000,6.8
Men in Black 3 ,Family,2012,179020854,225000000,6.8
Men in Black 3 ,Fantasy,2012,179020854,225000000,6.8
Men in Black 3 ,Fantasy,2012,179020854,225000000,6.8
Men in Black 3 ,Fantasy,2012,179020854,225000000,6.8
Men in Black 3 ,Fantasy,2012,179020854,225000000,6.8
Men in Black 3 ,Fantasy,2012,179020854,225000000,6.8
Men in Black 3 ,Sci-Fi,2012,179020854,225000000,6.8
Men in Black 3 ,Sci-Fi,2012,179020854,225000000,6.8
Men in Black 3 ,Sci-Fi,2012,179020854,225000000,6.8
Men in Black 3 ,Sci-Fi,2012,179020854,225000000,6.8
Men in Black 3 ,Sci-Fi,2012,179020854,225000000,6.8
The Hobbit: The Battle of the Five Armies ,Adventure,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Adventure,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Adventure,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Adventure,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Adventure,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Fantasy,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Fantasy,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Fantasy,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Fantasy,2014,255108370,250000000,7.5
The Hobbit: The Battle of the Five Armies ,Fantasy,2014,255108370,250000000,7.5
The Amazing Spider-Man ,Action,2012,262030663,230000000,7
The Amazing Spider-Man ,Action,2012,262030663,230000000,7
The Amazing Spider-Man ,Action,2012,262030663,230000000,7
The Amazing Spider-Man ,Action,2012,262030663,230000000,7
The Amazing Spider-Man ,Action,2012,262030663,230000000,7
The Amazing Spider-Man ,Adventure,2012,262030663,230000000,7
The Amazing Spider-Man ,Adventure,2012,262030663,230000000,7
The Amazing Spider-Man ,Adventure,2012,262030663,230000000,7
The Amazing Spider-Man ,Adventure,2012,262030663,230000000,7
The Amazing Spider-Man ,Adventure,2012,262030663,230000000,7
The Amazing Spider-Man ,Fantasy,2012,262030663,230000000,7
The Amazing Spider-Man ,Fantasy,2012,262030663,230000000,7
The Amazing Spider-Man ,Fantasy,2012,262030663,230000000,7
The Amazing Spider-Man ,Fantasy,2012,262030663,230000000,7
The Amazing Spider-Man ,Fantasy,2012,262030663,230000000,7
Robin Hood ,Action,2010,105219735,200000000,6.7
Robin Hood ,Action,2010,105219735,200000000,6.7
Robin Hood ,Action,2010,105219735,200000000,6.7
Robin Hood ,Action,2010,105219735,200000000,6.7
Robin Hood ,Action,2010,105219735,200000000,6.7
Robin Hood ,Adventure,2010,105219735,200000000,6.7
Robin Hood ,Adventure,2010,105219735,200000000,6.7
Robin Hood ,Adventure,2010,105219735,200000000,6.7
Robin Hood ,Adventure,2010,105219735,200000000,6.7
Robin Hood ,Adventure,2010,105219735,200000000,6.7
Robin Hood ,Drama,2010,105219735,200000000,6.7
Robin Hood ,Drama,2010,105219735,200000000,6.7
Robin Hood ,Drama,2010,105219735,200000000,6.7
Robin Hood ,Drama,2010,105219735,200000000,6.7
Robin Hood ,Drama,2010,105219735,200000000,6.7
Robin Hood ,History,2010,105219735,200000000,6.7
Robin Hood ,History,2010,105219735,200000000,6.7
Robin Hood ,History,2010,105219735,200000000,6.7
Robin Hood ,History,2010,105219735,200000000,6.7
Robin Hood ,History,2010,105219735,200000000,6.7
The Hobbit: The Desolation of Smaug ,Adventure,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Adventure,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Adventure,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Adventure,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Adventure,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Fantasy,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Fantasy,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Fantasy,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Fantasy,2013,258355354,225000000,7.9
The Hobbit: The Desolation of Smaug ,Fantasy,2013,258355354,225000000,7.9
The Golden Compass ,Adventure,2007,70083519,180000000,6.1
The Golden Compass ,Adventure,2007,70083519,180000000,6.1
The Golden Compass ,Adventure,2007,70083519,180000000,6.1
The Golden Compass ,Adventure,2007,70083519,180000000,6.1
The Golden Compass ,Adventure,2007,70083519,180000000,6.1
The Golden Compass ,Family,2007,70083519,180000000,6.1
The Golden Compass ,Family,2007,70083519,180000000,6.1
The Golden Compass ,Family,2007,70083519,180000000,6.1
The Golden Compass ,Family,2007,70083519,180000000,6.1
The Golden Compass ,Family,2007,70083519,180000000,6.1
The Golden Compass ,Fantasy,2007,70083519,180000000,6.1
The Golden Compass ,Fantasy,2007,70083519,180000000,6.1
The Golden Compass ,Fantasy,2007,70083519,180000000,6.1
The Golden Compass ,Fantasy,2007,70083519,180000000,6.1
The Golden Compass ,Fantasy,2007,70083519,180000000,6.1
King Kong ,Action,2005,218051260,207000000,7.2
King Kong ,Action,2005,218051260,207000000,7.2
King Kong ,Action,2005,218051260,207000000,7.2
King Kong ,Action,2005,218051260,207000000,7.2
King Kong ,Action,2005,218051260,207000000,7.2
King Kong ,Adventure,2005,218051260,207000000,7.2
King Kong ,Adventure,2005,218051260,207000000,7.2
King Kong ,Adventure,2005,218051260,207000000,7.2
King Kong ,Adventure,2005,218051260,207000000,7.2
King Kong ,Adventure,2005,218051260,207000000,7.2
King Kong ,Drama,2005,218051260,207000000,7.2
King Kong ,Drama,2005,218051260,207000000,7.2
King Kong ,Drama,2005,218051260,207000000,7.2
King Kong ,Drama,2005,218051260,207000000,7.2
King Kong ,Drama,2005,218051260,207000000,7.2
King Kong ,Romance,2005,218051260,207000000,7.2
King Kong ,Romance,2005,218051260,207000000,7.2
King Kong ,Romance,2005,218051260,207000000,7.2
King Kong ,Romance,2005,218051260,207000000,7.2
King Kong ,Romance,2005,218051260,207000000,7.2
Titanic ,Drama,1997,658672302,200000000,7.7
Titanic ,Drama,1997,658672302,200000000,7.7
Titanic ,Drama,1997,658672302,200000000,7.7
Titanic ,Drama,1997,658672302,200000000,7.7
Titanic ,Drama,1997,658672302,200000000,7.7
Titanic ,Romance,1997,658672302,200000000,7.7
Titanic ,Romance,1997,658672302,200000000,7.7
Titanic ,Romance,1997,658672302,200000000,7.7
Titanic ,Romance,1997,658672302,200000000,7.7
Titanic ,Romance,1997,658672302,200000000,7.7
Captain America: Civil War ,Action,2016,407197282,250000000,8.2
Captain America: Civil War ,Action,2016,407197282,250000000,8.2
Captain America: Civil War ,Action,2016,407197282,250000000,8.2
Captain America: Civil War ,Action,2016,407197282,250000000,8.2
Captain America: Civil War ,Action,2016,407197282,250000000,8.2
Captain America: Civil War ,Adventure,2016,407197282,250000000,8.2
Captain America: Civil War ,Adventure,2016,407197282,250000000,8.2
Captain America: Civil War ,Adventure,2016,407197282,250000000,8.2
Captain America: Civil War ,Adventure,2016,407197282,250000000,8.2
Captain America: Civil War ,Adventure,2016,407197282,250000000,8.2
Captain America: Civil War ,Sci-Fi,2016,407197282,250000000,8.2
Captain America: Civil War ,Sci-Fi,2016,407197282,250000000,8.2
Captain America: Civil War ,Sci-Fi,2016,407197282,250000000,8.2
Captain America: Civil War ,Sci-Fi,2016,407197282,250000000,8.2
Captain America: Civil War ,Sci-Fi,2016,407197282,250000000,8.2
Battleship ,Action,2012,65173160,209000000,5.9
